Ortsnetzkennzahl,Ortsnetzname,Bundesland,PLZ
00495442,Barnstorf Kr Diepholz,Niedersachsen,49406; 49406
00495443,Lemförde,Niedersachsen,49448; 49448
00495444,Wagenfeld,Niedersachsen,49419
00495445,Drebber,Niedersachsen,49453; 49457; 49457
00495446,Rehden,Niedersachsen,49453; 49453; 49453
00495447,Lembruch,Niedersachsen,49459; 49459; 49459; 49448; 49459; 49459; 49459; 49448
00495448,Barver,Niedersachsen,49453; 27259
00495451,Ibbenbüren,Nordrhein-Westfalen,49477; 49479
00495452,Mettingen Westf,Nordrhein-Westfalen,49497
00495453,Recke,Nordrhein-Westfalen,49509
00495454,Hörstel-Riesenbeck,Niedersachsen,NA
00495455,Tecklenburg-Brochterbeck,Niedersachsen,NA
00495456,Westerkappeln-Velpe,Niedersachsen,NA
00495457,Hopsten-Schale,Niedersachsen,NA
00495458,Hopsten,Niedersachsen,48496; 48480
00495459,Hörstel,Nordrhein-Westfalen,48477
00495461,Bramsche Hase,Niedersachsen,49565
00495462,Ankum,Niedersachsen,49577; 49577
00495464,Alfhausen,Niedersachsen,49594; 49597
00495465,Neuenkirchen b Bramsche,Niedersachsen,49586
00495466,Merzen,Niedersachsen,49586
00495467,Voltlage,Niedersachsen,49599
00495468,Bramsche-Engter,Niedersachsen,NA
00495471,Bohmte,Niedersachsen,49163
00495472,Bad Essen,Niedersachsen,49152
00495473,Ostercappeln,Niedersachsen,49179
00495474,Stemwede-Dielingen,Niedersachsen,49448
00495475,Bohmte-Hunteburg,Niedersachsen,NA
00495476,Ostercappeln-Venne,Niedersachsen,NA
00495481,Lengerich Westf,Nordrhein-Westfalen,NA
00495482,Tecklenburg,Nordrhein-Westfalen,49545
00495483,Lienen,Nordrhein-Westfalen,49536
00495484,Lienen-Kattenvenne,Nordrhein-Westfalen,NA
00495485,Ladbergen,Nordrhein-Westfalen,49549
00495491,Damme Dümmer,Niedersachsen,49401
00495492,Steinfeld Oldenburg,Niedersachsen,49439
00495493,Neuenkirchen Kr Vechta,Niedersachsen,NA
00495494,Holdorf Niedersachs,Niedersachsen,49451
00495495,Vörden Kr Vechta,Niedersachsen,49434
00495502,Dransfeld,Niedersachsen,37127; 37127; 37127; 37127
00495503,Nörten-Hardenberg,Niedersachsen,37176
00495504,Friedland Kr Göttingen,Niedersachsen,37133; 37249
00495505,Hardegsen,Niedersachsen,37181
00495506,Adelebsen,Niedersachsen,37139
00495507,Ebergötzen,Niedersachsen,37434; 37136; 37434; 37136; 37136; 37136; 37136
00495508,Gleichen-Rittmarshausen,Niedersachsen,37130
00495509,Rosdorf Kr Göttingen,Niedersachsen,37124
0049551,Göttingen,Niedersachsen,37073; 37075; 37077; 37079; 37081; 37083; 37085
00495520,Braunlage,Niedersachsen,38700
00495521,Herzberg am Harz,Niedersachsen,37412; 37412; 37412
00495522,Osterode am Harz,Niedersachsen,37534; 37534; 37520
00495523,Bad Sachsa,Niedersachsen,37441
00495524,Bad Lauterberg im Harz,Niedersachsen,37431
00495525,Walkenried,Niedersachsen,37445
00495527,Duderstadt,Niedersachsen,37115; 37434
00495528,Gieboldehausen,Niedersachsen,37434; 37434; 37434; 37434; 37434
00495529,Rhumspringe,Niedersachsen,37434; 37434
00495531,Holzminden,Niedersachsen,37603
00495532,Stadtoldendorf,Niedersachsen,37627; 37627; 37640; 37627; 37642; 37627; 37643; 37627; 37627
00495533,Bodenwerder,Niedersachsen,37619; 37620; 37620; 37620; 37619; 37619; 37619; 37620; 37620
00495534,Eschershausen a d Lenne,Niedersachsen,37633; 37632; 37632; 37620; 37619; 37635
00495535,Polle,Niedersachsen,37639; 37647; 37649; 37647; 37647
00495536,Holzminden-Neuhaus,Niedersachsen,NA
00495541,Hann. Münden,Niedersachsen,NA
00495542,Witzenhausen,Hessen,37213; 37214; 37215; 37216; 37217; 37218
00495543,Staufenberg Niedersachs,Hessen,34266; 34355
00495544,Reinhardshagen,Hessen,34359
00495545,Hedemünden,Niedersachsen,34346
00495546,Scheden,Niedersachsen,37127; 37127
00495551,Northeim,Niedersachsen,37154
00495552,Katlenburg,Niedersachsen,37191
00495553,Kalefeld,Niedersachsen,37589
00495554,Moringen,Niedersachsen,37186
00495555,Moringen-Fredelsloh,Niedersachsen,NA
00495556,Lindau Harz,Niedersachsen,37199
00495561,Einbeck,Niedersachsen,37574
00495562,Dassel-Markoldendorf,Niedersachsen,NA
00495563,Kreiensen,Niedersachsen,37547
00495564,Dassel,Niedersachsen,37586
00495565,Einbeck-Wenzen,Niedersachsen,37632
00495571,Uslar,Niedersachsen,37170
00495572,Bodenfelde,Niedersachsen,37194; 37194
00495573,Uslar-Volpriehausen,Niedersachsen,NA
00495574,Oberweser,Hessen,34399
00495582,Sankt Andreasberg,Niedersachsen,37444
00495583,Braunlage-Hohegeiss,Niedersachsen,NA
00495584,Hattorf am Harz,Niedersachsen,37197
00495585,Herzberg-Sieber,Niedersachsen,NA
00495586,Wieda,Niedersachsen,37447; 37449
00495592,Gleichen-Bremke,Niedersachsen,NA
00495593,Bovenden-Lenglern,Niedersachsen,NA
00495594,Bovenden-Reyershausen,Niedersachsen,37120
00495601,Schauenburg,Hessen,34270
00495602,Hessisch Lichtenau,Hessen,37235
00495603,Gudensberg,Hessen,34281
00495604,Grossalmerode,Hessen,37247
00495605,Kaufungen Hess,Hessen,34298; 34260; 34253; 34329
00495606,Zierenberg,Hessen,34317; 34289
00495607,Fuldatal,Hessen,34233
00495608,Söhrewald,Hessen,34320
00495609,Ahnatal,Hessen,34292
0049561,Kassel,Hessen,34225; 34277; 34117; 34119; 34121; 34123; 34125; 34127; 34128; 34130; 34131; 34132; 34134; 34233; 34355; 34246
00495621,Bad Wildungen,Hessen,34537
00495622,Fritzlar,Hessen,34560
00495623,Edertal,Hessen,34549
00495624,Bad Emstal,Hessen,34308; 34305
00495625,Naumburg Hess,Hessen,34311
00495626,Bad Zwesten,Hessen,34596
00495631,Korbach,Hessen,34497
00495632,Willingen Upland,Hessen,34508
00495633,Diemelsee,Hessen,34519
00495634,Waldeck-Sachsenhausen,Hessen,34513; 34513
00495635,Vöhl,Hessen,34516
00495636,Lichtenfels-Goddelsheim,Hessen,35104
00495641,Warburg,Nordrhein-Westfalen,34414
00495642,Warburg-Scherfede,Nordrhein-Westfalen,NA
00495643,Borgentreich,Nordrhein-Westfalen,34434
00495644,Willebadessen-Peckelsheim,Nordrhein-Westfalen,NA
00495645,Borgentreich-Borgholz,Nordrhein-Westfalen,NA
00495646,Willebadessen,Nordrhein-Westfalen,34439
00495647,Lichtenau-Kleinenberg,Nordrhein-Westfalen,NA
00495648,Brakel-Gehrden,Nordrhein-Westfalen,NA
00495650,Cornberg,Hessen,36219; 36219
00495651,Eschwege,Thüringen,37269; 37308; 37276
00495652,Bad Sooden-Allendorf,Thüringen,37242; 37318; 37318
00495653,Sontra,Hessen,36205
00495654,Herleshausen,Hessen,37293; 99819
00495655,Wanfried,Thüringen,99830; 37281
00495656,Waldkappel,Hessen,37284
00495657,Meissner,Hessen,37297; 37290
00495658,Wehretal,Hessen,37287
00495659,Ringgau,Hessen,37296; 37299
00495661,Melsungen,Hessen,34323; 34212
00495662,Felsberg Hess,Hessen,34587
00495663,Spangenberg,Hessen,34286
00495664,Morschen,Hessen,36211; 34326
00495665,Guxhagen,Hessen,34295; 34302; 34327
00495671,Hofgeismar,Hessen,34369
00495672,Bad Karlshafen,Hessen,34385
00495673,Immenhausen Hess,Hessen,34314; 34376
00495674,Grebenstein,Hessen,34393
00495675,Trendelburg,Hessen,34388
00495676,Liebenau Hess,Hessen,34396
00495677,Calden-Westuffeln,Hessen,34379
00495681,Homberg Efze,Hessen,34576; 34576
00495682,Borken Hessen,Hessen,34582
00495683,Wabern Hess,Hessen,34590
00495684,Frielendorf,Hessen,34621
00495685,Knüllwald,Hessen,34593
00495686,Schwarzenborn Knüll,Hessen,34639
00495691,Bad Arolsen,Hessen,34454
00495692,Wolfhagen,Hessen,34466
00495693,Volkmarsen,Hessen,34479; 34471
00495694,Diemelstadt,Hessen,34474
00495695,Twistetal,Hessen,34477
00495696,Bad Arolsen-Landau,Hessen,NA
00495702,Petershagen-Lahde,Niedersachsen,NA
00495703,Hille,Nordrhein-Westfalen,32479
00495704,Petershagen-Friedewalde,Niedersachsen,NA
00495705,Petershagen-Windheim,Niedersachsen,NA
00495706,Porta Westfalica,Nordrhein-Westfalen,32457
00495707,Petershagen Weser,Nordrhein-Westfalen,32469
0049571,Minden Westf,Nordrhein-Westfalen,32423; 32425; 32427; 32429
00495721,Stadthagen,Niedersachsen,31693; 31714; 31715; 31712; 31688; 31717; 31718; 31655
00495722,Bückeburg,Niedersachsen,31708; 31707; 31675; 31707; 31711; 31691
00495723,Bad Nenndorf,Niedersachsen,31542; 31559; 31559; 31867; 31552; 31555
00495724,Obernkirchen,Niedersachsen,31691; 31683
00495725,Lindhorst b Stadthagen,Niedersachsen,31553; 31699; 31700; 31698; 31702; 31553
00495726,Wiedensahl,Niedersachsen,31719
00495731,Bad Oeynhausen,Nordrhein-Westfalen,32545; 32547; 32549
00495732,Löhne,Nordrhein-Westfalen,32584
00495733,Vlotho,Nordrhein-Westfalen,32602
00495734,Bergkirchen Westf,Niedersachsen,NA
00495741,Lübbecke,Nordrhein-Westfalen,32312
00495742,Preussisch Oldendorf,Nordrhein-Westfalen,32361; 32361
00495743,Espelkamp-Gestringen,Niedersachsen,NA
00495744,Hüllhorst,Nordrhein-Westfalen,32609
00495745,Stemwede-Levern,Niedersachsen,NA
00495746,Rödinghausen,Nordrhein-Westfalen,32289; 32289
00495751,Rinteln,Niedersachsen,31710; 31737
00495752,Auetal-Hattendorf,Niedersachsen,NA
00495753,Auetal-Bernsen,Niedersachsen,31749
00495754,Extertal-Bremke,Niedersachsen,NA
00495755,Kalletal-Varenholz,Niedersachsen,NA
00495761,Stolzenau,Niedersachsen,31633; 31592
00495763,Uchte,Niedersachsen,27245; 31600
00495764,Steyerberg,Niedersachsen,31595
00495765,Raddestorf,Niedersachsen,31604
00495766,Rehburg-Loccum,Niedersachsen,31547
00495767,Warmsen,Niedersachsen,31606
00495768,Petershagen-Heimsen,Niedersachsen,NA
00495769,Steyerberg-Voigtei,Niedersachsen,NA
00495771,Rahden Westf,Nordrhein-Westfalen,32369
00495772,Espelkamp,Nordrhein-Westfalen,32339
00495773,Stemwede-Wehdem,Nordrhein-Westfalen,49448; 32351
00495774,Wagenfeld-Ströhen,Niedersachsen,NA
00495775,Diepenau,Niedersachsen,31603
00495776,Preussisch Ströhen,Niedersachsen,NA
00495777,Diepenau-Essern,Niedersachsen,NA
00495802,Wrestedt,Niedersachsen,29596; 29559
00495803,Rosche,Niedersachsen,29571
00495804,Rätzlingen Kr Uelzen,Niedersachsen,29590
00495805,Oetzen,Niedersachsen,29588; 29599
00495806,Barum b Bad Bevensen,Niedersachsen,29576; 29587
00495807,Altenmedingen,Niedersachsen,29575
00495808,Gerdau,Niedersachsen,29581
0049581,Uelzen,Niedersachsen,29525
00495820,Suhlendorf,Niedersachsen,29562
00495821,Bad Bevensen,Niedersachsen,29549; 29585; 29591
00495822,Ebstorf,Niedersachsen,29574; 29582; 29593
00495823,Bienenbüttel,Niedersachsen,29553
00495824,Bad Bodenteich,Niedersachsen,29389; 29394
00495825,Wieren,Niedersachsen,29568
00495826,Suderburg,Niedersachsen,29556
00495827,Unterlüß,Niedersachsen,29345
00495828,Himbergen,Niedersachsen,29584
00495829,Wriedel,Niedersachsen,29565
00495831,Wittingen,Niedersachsen,29378; 29379
00495832,Hankensbüttel,Niedersachsen,29386; 29386; 29386
00495833,Brome,Niedersachsen,38465; 38474
00495834,Wittingen-Knesebeck,Niedersachsen,NA
00495835,Wahrenholz,Niedersachsen,29396; 29399
00495836,Wittingen-Radenbeck,Niedersachsen,NA
00495837,Sprakensehl,Niedersachsen,29365
00495838,Gross Oesingen,Niedersachsen,29393
00495839,Wittingen-Ohrdorf,Niedersachsen,NA
00495840,Schnackenburg,Niedersachsen,29493
00495841,Lüchow Wendland,Niedersachsen,29482; 29439; 29497
00495842,Schnega,Niedersachsen,29465
00495843,Wustrow Wendland,Niedersachsen,29488; 29462
00495844,Clenze,Niedersachsen,29459; 29487
00495845,Bergen Dumme,Niedersachsen,29468
00495846,Gartow Niedersachs,Niedersachsen,29471; 29478
00495848,Trebel,Niedersachsen,29491; 29494
00495849,Waddeweitz,Niedersachsen,29496
00495850,Neetze,Niedersachsen,21398; 21379
00495851,Dahlenburg,Niedersachsen,21368; 21368; 21368
00495852,Bleckede,Niedersachsen,21354
00495853,Neu Darchau,Niedersachsen,29490; 21371
00495854,Bleckede-Barskamp,Niedersachsen,NA
00495855,Nahrendorf,Niedersachsen,21369
00495857,Bleckede-Brackede,Niedersachsen,NA
00495858,Hitzacker-Wietzetze,Niedersachsen,NA
00495859,Thomasburg,Niedersachsen,21401
00495861,Dannenberg Elbe,Niedersachsen,29451; 29481
00495862,Hitzacker Elbe,Niedersachsen,29473; 29456
00495863,Zernien,Niedersachsen,29499
00495864,Jameln,Niedersachsen,29479
00495865,Gusborn,Niedersachsen,29472; 29476; 29484
00495872,Stoetze,Niedersachsen,29597
00495873,Eimke,Niedersachsen,29578
00495874,Soltendieck,Niedersachsen,29594
00495875,Emmendorf,Niedersachsen,29579
00495882,Gorleben,Niedersachsen,29475
00495883,Lemgow,Niedersachsen,29485
00495901,Fürstenau b Bramsche,Niedersachsen,49584
00495902,Freren,Niedersachsen,49832; 49832; 49832
00495903,Emsbüren,Niedersachsen,48488
00495904,Lengerich Emsl,Niedersachsen,49838; 49838; 49838; 49525; 49838
00495905,Beesten,Niedersachsen,49832
00495906,Lünne,Niedersachsen,48480; 49832
00495907,Geeste,Niedersachsen,49744
00495908,Wietmarschen-Lohne,Niedersachsen,NA
00495909,Wettrup,Niedersachsen,49838
0049591,Lingen (Ems),Niedersachsen,49808; 49809; 49811
00495921,Nordhorn,Niedersachsen,48527; 48529; 48531
00495922,Bad Bentheim,Niedersachsen,48455; 48465
00495923,Schüttorf,Niedersachsen,48465; 48465; 48465; 48465; 48465
00495924,Bad Bentheim-Gildehaus,Niedersachsen,NA
00495925,Wietmarschen,Niedersachsen,49835
00495926,Engden,Niedersachsen,48465
00495931,Meppen,Niedersachsen,49716
00495932,Haren Ems,Niedersachsen,49733
00495933,Lathen,Niedersachsen,49762; 49762; 49779; 49762
00495934,Haren-Rütenbrock,Niedersachsen,NA
00495935,Twist-Schöninghsdorf,Niedersachsen,NA
00495936,Twist,Niedersachsen,49767
00495937,Geeste-Gross Hesepe,Niedersachsen,NA
00495939,Sustrum,Niedersachsen,49779; 49762
00495941,Neuenhaus Dinkel,Niedersachsen,49828; 49843; 49828; 49828
00495942,Uelsen,Niedersachsen,49843; 49843; 49843
00495943,Emlichheim,Niedersachsen,49824
00495944,Hoogstede,Niedersachsen,49846; 49824
00495945,Wilsum,Niedersachsen,49849
00495946,Georgsdorf,Niedersachsen,49828; 49828
00495947,Laar Vechte,Niedersachsen,49824
00495948,Itterbeck,Niedersachsen,49847; 49847
00495951,Werlte,Niedersachsen,49757; 49751; 49757
00495952,Sögel,Niedersachsen,49751; 49751; 49751
00495953,Börger,Niedersachsen,26904
00495954,Lorup,Niedersachsen,26897; 26901
00495955,Esterwegen,Niedersachsen,26897
00495956,Rastdorf,Niedersachsen,26901
00495957,Lindern Oldenburg,Niedersachsen,49699
00495961,Haselünne,Niedersachsen,49740
00495962,Herzlake,Niedersachsen,49770; 49770
00495963,Bawinkel,Niedersachsen,49844
00495964,Lähden,Niedersachsen,49774
00495965,Klein Berssen,Niedersachsen,49777; 49777; 49777
00495966,Meppen-Apeldorn,Niedersachsen,NA
00495971,Rheine,Nordrhein-Westfalen,48429; 48431; 48432
00495973,Neuenkirchen Kr Steinfurt,Nordrhein-Westfalen,48485
00495975,Rheine-Mesum,Nordrhein-Westfalen,NA
00495976,Salzbergen,Niedersachsen,48499
00495977,Spelle,Niedersachsen,48480
00495978,Hörstel-Dreierwalde,Nordrhein-Westfalen,NA
00496002,Ober-Mörlen,Hessen,61239
00496003,Rosbach v d Höhe,Hessen,61191
00496004,Lich-Eberstadt,Hessen,NA
00496007,Rosbach-Rodheim,Hessen,NA
00496008,Echzell,Hessen,61209
00496020,Heigenbrücken,Bayern,63869; 63871; 97843; 97859
00496021,Aschaffenburg,Bayern,63739; 63741; 63743; 63864; 63773; 63808; 63768; 63867; 63814
00496022,Obernburg a Main,Bayern,63820; 63868; 63840; 63839; 63853; 63785
00496023,Alzenau i Ufr,Bayern,63755
00496024,Schöllkrippen,Bayern,63825; 63826; 63828; 63829; 63825; 63825; 63825
00496026,Grossostheim,Bayern,63762
00496027,Stockstadt a Main,Bayern,63801; 63811
00496028,Sulzbach a Main,Bayern,63849; 63843; 63834
00496029,Mömbris,Bayern,63776; 63776
00496031,Friedberg Hess,Hessen,61169
00496032,Bad Nauheim,Hessen,61231
00496033,Butzbach,Hessen,35510; 35516
00496034,Wöllstadt,Hessen,61194; 61206
00496035,Reichelsheim Wetterau,Hessen,61197; 61203
00496036,Wölfersheim,Hessen,61200
00496039,Karben,Hessen,61184
00496041,Glauburg,Hessen,63695; 63691
00496042,Büdingen Hess,Hessen,63654
00496043,Nidda,Hessen,63667
00496044,Schotten Hess,Hessen,63679
00496045,Gedern,Hessen,63688; 63697
00496046,Ortenberg Hess,Hessen,63683
00496047,Altenstadt Hess,Hessen,63674; 63694
00496048,Büdingen-Eckartshausen,Hessen,NA
00496049,Kefenrod,Hessen,63699
00496050,Biebergemünd,Hessen,63599
00496051,Gelnhausen,Hessen,63571; 63589
00496052,Bad Orb,Hessen,63619
00496053,Wächtersbach,Hessen,63607
00496054,Birstein,Hessen,63633; 63636
00496055,Freigericht,Hessen,63579; 63594
00496056,Bad Soden-Salmünster,Hessen,63628
00496057,Flörsbachtal,Hessen,63639
00496058,Gründau,Hessen,63584
00496059,Jossgrund,Hessen,63637
00496061,Michelstadt,Hessen,64720
00496062,Erbach Odenw,Hessen,64711; 64756
00496063,Bad König,Hessen,64732; 64753
00496066,Michelstadt-Vielbrunn,Hessen,NA
00496068,Beerfelden,Hessen,64743; 64743; 64759
00496071,Dieburg,Hessen,64807; 64859; 64846; 64839
00496073,Babenhausen Hess,Hessen,64832; 64850
00496074,Rödermark,Hessen,63128; 63322
00496078,Gross-Umstadt,Hessen,64823
00496081,Usingen,Hessen,61267; 61250; 61273
00496082,Niederreifenberg,Hessen,NA
00496083,Weilrod,Hessen,61276
00496084,Schmitten Taunus,Hessen,61389
00496085,Waldsolms,Hessen,35647
00496086,Grävenwiesbach,Hessen,61279
00496087,Waldems,Hessen,65529
00496092,Heimbuchenthal,Bayern,63874; 63872; 63874; 63875
00496093,Laufach,Bayern,63846; 63877; 63846
00496094,Weibersbrunn,Bayern,63860; 63879
00496095,Bessenbach,Bayern,63856; 63857
00496096,Wiesen Unterfr,Bayern,63831
00496101,Bad Vilbel,Hessen,61118; 61138
00496102,Neu-Isenburg,Hessen,63263; 63263
00496103,Langen Hess,Hessen,63303; 63329; 63225
00496104,Heusenstamm,Hessen,63150; 63150; 63179
00496105,Mörfelden-Walldorf,Hessen,64546
00496106,Rodgau,Hessen,63110
00496107,Kelsterbach,Hessen,65451
00496108,Mühlheim am Main,Hessen,63165
00496109,Frankfurt-Bergen-Enkheim,Hessen,NA
0049611,Wiesbaden,Hessen,65183; 65185; 65187; 65189; 65191; 65193; 65195; 65197; 65199; 65201; 65203; 65205; 65207
00496120,Aarbergen,Hessen,65326; 65321; 65329; 56370; 65326
00496122,Hofheim-Wallau,Hessen,NA
00496123,Eltville am Rhein,Hessen,65343; 65344; 65345; 65346; 65347; 65399; 65396
00496124,Bad Schwalbach,Hessen,65307
00496126,Idstein,Hessen,65510; 65510
00496127,Niedernhausen Taunus,Hessen,65527
00496128,Taunusstein,Hessen,65232
00496129,Schlangenbad,Hessen,65388
00496130,Schwabenheim an der Selz,Rheinland-Pfalz,55270; 55270; 55270; 55270
00496131,Mainz,Rheinland-Pfalz,55116; 55118; 55120; 55122; 55124; 55126; 55127; 55128; 55129; 55130; 55131
00496132,Ingelheim am Rhein,Rheinland-Pfalz,55262; 55218; 55263
00496133,Oppenheim,Rheinland-Pfalz,55278; 55276; 55283; 55276
00496134,Mainz-Kastel,Hessen,55252; 55252; 55246; 55246
00496135,Bodenheim Rhein,Rheinland-Pfalz,55294; 55296; 55299
00496136,Nieder-Olm,Rheinland-Pfalz,55270; 55270; 55268; 55270; 55270; 55271; 55270
00496138,Mommenheim,Rheinland-Pfalz,55296; 55296; 55278
00496139,Budenheim,Rheinland-Pfalz,55257
00496142,Rüsselsheim,Hessen,65479; 65428
00496144,Bischofsheim b Rüsselsheim,Hessen,65474; 65462
00496145,Flörsheim am Main,Hessen,65439
00496146,Hochheim am Main,Hessen,65239
00496147,Trebur,Hessen,65468
00496150,Weiterstadt,Hessen,64390; 64331
00496151,Darmstadt,Hessen,64283; 64285; 64287; 64289; 64291; 64293; 64295; 64297; 64367
00496152,Gross-Gerau,Hessen,64572; 64521; 64569
00496154,Ober-Ramstadt,Hessen,64372; 64380; 64380
00496155,Griesheim Hess,Hessen,64347; 64347
00496157,Pfungstadt,Hessen,64319
00496158,Riedstadt,Hessen,64560; 64589
00496159,Messel,Hessen,64409; 64409
00496161,Brensbach,Hessen,64395; 64395
00496162,Reinheim Odenw,Hessen,64401; 64395; 64853; 64354
00496163,Höchst i Odw,Hessen,64739
00496164,Reichelsheim Odenwald,Hessen,64407; 64385
00496165,Breuberg,Hessen,64747; 64750
00496166,Fischbachtal,Hessen,64405
00496167,Modautal,Hessen,64397
00496171,Oberursel Taunus,Hessen,61440; 61449
00496172,Bad Homburg v d Höhe,Hessen,61348; 61350; 61352
00496173,Kronberg im Taunus,Hessen,61476
00496174,Königstein im Taunus,Hessen,61479; 61462
00496175,Friedrichsdorf Taunus,Hessen,61381
00496181,Hanau,Hessen,63486; 63450; 63452; 63454; 63456; 63457; 63477; 35519
00496182,Seligenstadt,Hessen,63512; 63533; 63500
00496183,Erlensee,Hessen,63526
00496184,Langenselbold,Hessen,63505; 63517; 63549
00496185,Hammersbach Hess,Hessen,63546; 63543
00496186,Grosskrotzenburg,Hessen,63538
00496187,Schöneck,Hessen,61130; 61137
00496188,Kahl a Main,Bayern,63796; 63791
00496190,Hattersheim a Main,Hessen,65795
00496192,Hofheim am Taunus,Hessen,65719; 65830
00496195,Kelkheim Taunus,Hessen,65779
00496196,Bad Soden am Taunus,Hessen,65812; 65760; 65824; 65843
00496198,Eppstein,Hessen,65817
00496201,Weinheim Bergstr,Baden-Württemberg,69488; 69517; 69502; 69493; 69514; 69469
00496202,Schwetzingen,Baden-Württemberg,68782; 68723; 68723; 68723
00496203,Ladenburg,Baden-Württemberg,68535; 68542; 68526; 69198
00496204,Viernheim,Hessen,68519
00496205,Hockenheim,Baden-Württemberg,68804; 68766; 68809; 68799
00496206,Lampertheim,Hessen,68642; 68623
00496207,Wald-Michelbach,Hessen,69518; 64689; 69483
00496209,Mörlenbach,Hessen,69509
0049621,Mannheim,Baden-Württemberg,68549; 68775; 67059; 67061; 67063; 67065; 67067; 67069; 67071; 68159; 68161; 68163; 68165; 68167; 68169; 68199; 68219; 68229; 68239; 68259; 68305; 68307; 68309
00496220,Wilhelmsfeld,Baden-Württemberg,69253; 69259
00496221,Heidelberg,Baden-Württemberg,69221; 69214; 69115; 69117; 69118; 69120; 69121; 69123; 69124; 69126
00496222,Wiesloch,Baden-Württemberg,69234; 69242; 69231; 69168
00496223,Neckargemünd,Baden-Württemberg,69245; 69251; 69151; 69257
00496224,Sandhausen Baden,Baden-Württemberg,69181; 69226; 69207; 69207
00496226,Meckesheim,Baden-Württemberg,74927; 74931; 69256; 74909; 74937; 74939
